img_file,Image size (pixels),Aspect ratio,RMS contrast,Luminance entropy,Complexity,Edge density,Color entropy,mean R channel,mean G channel,mean B channel (RGB),mean L channel,mean a channel,mean b channel (Lab),mean H channel,mean S channel,mean V channel,std R channel,std G channel,std B channel,std L channel,std a channel,std b channel (Lab),std H channel,std S channel,std V channel,Mirror symmetry,DCM distance,DCM x position,DCM y position,Balance,CNN symmetry left-right,CNN symmetry up-down,CNN symmetry left-right & up-down,Slope Redies,Slope Spehar,Slope Mather,Fourier sigma,2D Fractal dimension,3D Fractal dimension,Self-similarity (PHOG),Self-similarity (CNN),Anisotropy,Homogeneity,1st-order EOE,2nd-order EOE,Sparseness,Variability,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_pines-in-the-vicinity-of-cagnes-1910.jpg,3547,1.567,22.431,7.695,11.553,129.746,7.087,104.182,100.161,84.189,41.572,-0.161,9.764,0.1455,0.3492,0.4408,55.49,55.607,57.675,22.431,7.893,15.472,0.207,0.2193,0.218,34.246,17.389,0.04596,0.07381,20.384,0.5744,0.5234,0.5165,-2.417,-1.405,-1.167,0.01051,1.635,2.629,0.8102,0.8518,0.0002559,95.64,4.098,4.39,0.000116,1.318e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_portrait-of-claude-monet-1875.jpg,3376,0.6931,17.623,6.619,4.648,51.3,5.381,92.817,80.482,72.091,34.561,3.829,6.732,0.06406,0.2175,0.3653,45.891,43.445,39.764,17.623,3.943,7.136,0.0764,0.1328,0.1816,64.319,16.067,-0.05644,0.05717,13.796,0.4714,0.3854,0.3817,-2.768,-1.339,-1.183,0.002638,1.409,2.544,0.7599,0.8021,0.0001476,85.946,4.433,4.44,0.0001274,1.483e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_richard-wagner-1882.jpg,3103,0.803,26.451,7.615,9.551,54.022,5.58,106.345,100.319,88.729,41.259,0.384,6.837,0.1598,0.2058,0.4271,71.044,62.971,52.12,26.451,3.041,9.253,0.2512,0.1058,0.2693,21.284,25.665,0.007236,0.1281,15.313,0.5979,0.4503,0.4323,-2.793,-0.9032,-0.8553,0.02817,1.611,2.651,0.7389,0.8044,0.0001361,91.915,4.47,4.332,0.0001231,1.366e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_rural-scene.jpg,3441,0.6712,15.3,7.128,9.897,100.786,6.924,165.971,174.907,156.951,70.078,-5.897,8.411,0.2928,0.198,0.7095,42.841,40.455,46.579,15.3,6.44,11.499,0.1752,0.1229,0.1544,11.17,5.981,0.02894,0.007528,14.102,0.5751,0.5967,0.5734,-2.188,-1.372,-1.19,0.007657,1.72,2.695,0.8219,0.8734,0.0001224,97.18,4.468,4.519,9.51e-05,8.141e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_seated-nude-combing-her-hair.jpg,3511,0.6491,20.815,7.585,10.656,67.813,4.964,135.705,101.963,75.64,45.31,10.685,20.457,0.07165,0.4891,0.5322,50.551,54.404,53.172,20.815,6.616,9.197,0.03165,0.1807,0.1982,60.436,8.347,0.02967,0.02936,16.008,0.5153,0.4806,0.4866,-2.936,-1.095,-0.7018,0.03318,1.699,2.665,0.7993,0.793,0.0001613,92.69,4.283,4.351,0.0001693,1.161e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_seated-woman-in-blue.jpg,3020,1.185,21.011,7.729,16.179,145.194,5.525,130.689,113.136,83.625,47.894,2.852,18.579,0.1064,0.3983,0.518,56.795,51.509,49.185,21.011,5.348,13.824,0.08905,0.2056,0.2211,26.506,5.07,-0.006105,-0.0246,5.948,0.6231,0.6217,0.6013,-2.485,-1.407,-0.9073,0.02537,1.718,2.711,0.9108,0.8684,0.0001705,98.596,4.477,4.52,0.0001032,7.521e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_seated-woman.jpg,3071,0.8182,11.768,6.582,10.032,52.657,6.722,209.407,199.573,163.805,80.506,-1.338,19.626,0.166,0.2545,0.8428,28.029,36.61,47.985,11.768,10.362,12.711,0.09845,0.1881,0.095,10.965,7.757,0.0007236,-0.03878,10.123,0.5291,0.4694,0.4415,-2.15,-0.9522,-0.665,0.0242,1.749,2.756,0.7391,0.7854,0.0001814,94.562,4.434,4.435,0.0001833,1.519e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_spring-flowers-1864.jpg,3275,0.7301,22.56,7.454,18.037,137.419,5.957,76.072,67.022,45.959,27.695,0.669,13.314,0.1184,0.4138,0.3045,59.009,54.079,42.627,22.56,6.04,12.195,0.1051,0.2105,0.2324,55.235,14.459,-0.01809,-0.06999,16.427,0.5479,0.5098,0.4746,-2.33,-1.297,-0.9288,0.00365,1.758,2.742,0.8326,0.8586,0.0002121,95.364,4.544,4.542,0.0001007,1.023e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_still-life-with-strawberries-2.jpg,3369,1.438,22.336,7.755,11.284,92.588,5.1,169.263,135.633,91.726,58.349,7.92,29.068,0.1048,0.5066,0.6644,54.89,61.404,61.603,22.336,12.629,9.957,0.03647,0.2331,0.2143,34.436,1.681,-0.004278,0.007236,14.339,0.555,0.5305,0.5146,-2.674,-1.263,-0.967,0.0144,1.619,2.639,0.7851,0.8323,0.000157,95.676,4.371,4.437,0.0001268,1.327e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_still-life-with-strawberries.jpg,3755,1.717,23.751,7.786,14.347,100.756,5.658,128.969,91.312,70.482,41.85,12.581,18.855,0.073,0.4568,0.5073,66.823,60.551,51.916,23.751,15.768,12.401,0.07138,0.2189,0.2604,49.352,15.924,-0.02381,-0.07598,17.415,0.5857,0.5686,0.539,-2.722,-1.457,-0.8609,0.02425,1.622,2.632,0.8392,0.8285,0.0001465,91.914,4.073,4.283,0.0001155,1.378e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_the-box-1874.jpg,3163,0.776,30.779,7.623,8.161,132.257,6.896,115.045,87.812,86.343,38.873,11.423,5.62,0.9413,0.4878,0.4665,80.412,76.942,71.166,30.779,9.367,15.653,0.1456,0.296,0.3141,36.104,9.095,0.04414,0.01095,10.855,0.4901,0.4751,0.451,-3.102,-1.498,-1.189,0.0101,1.409,2.486,0.8337,0.8349,0.0001777,96.91,4.453,4.454,0.0001485,1.364e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_the-daughters-of-catulle-mendes-1888.jpg,3190,0.7644,20.902,7.65,16.324,97.091,5.952,160.964,129.118,98.171,56.111,9.583,22.121,0.1024,0.4348,0.6389,50.014,56.834,66.625,20.902,12.429,18.087,0.1235,0.2906,0.1971,32.993,2.842,-0.005065,0.01327,10.216,0.5048,0.4752,0.4821,-2.39,-0.9728,-0.7877,0.01066,1.723,2.684,0.8007,0.8272,0.0002159,96.806,4.451,4.474,0.0001168,1.753e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_the-return-of-the-boating-party-1862.jpg,3083,1.231,18.68,7.571,13.031,101.965,6.295,114.262,107.568,84.458,44.988,-0.3823,13.563,0.1601,0.324,0.4729,51.455,45.926,38.526,18.68,7.134,16.356,0.1812,0.1759,0.1934,25.467,7.608,0.02381,0.02967,12.045,0.5257,0.4813,0.4331,-2.585,-1.098,-1.026,0.007183,1.753,2.658,0.8972,0.8345,0.0001833,97.543,4.439,4.521,0.0001103,1.196e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_two-apples.jpg,3551,1.569,18.936,7.471,14.266,79.707,5.567,190.093,160.566,96.74,67.561,3.993,36.991,0.1252,0.5208,0.7521,46.143,56.935,60.241,18.936,17.569,17.19,0.06341,0.2582,0.1737,25.413,5.212,-0.0006916,0.02605,16.895,0.5821,0.5672,0.5631,-2.203,-1.323,-0.7591,0.08605,1.729,2.75,0.8871,0.8169,0.0001209,95.052,4.398,4.36,0.0001067,1.673e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_view-close-to-antibes.jpg,3076,1.226,18.001,7.5,15.705,97.226,6.841,125.679,128.387,108.111,52.625,-3.491,10.424,0.2533,0.3076,0.548,50.596,44.537,49.566,18.001,6.004,20.356,0.2258,0.179,0.1923,19.479,1.972,0.008855,-0.004342,8.902,0.5641,0.5301,0.5272,-2.459,-0.9448,-0.8212,0.01151,1.794,2.722,0.8886,0.8514,0.0001902,95.562,4.455,4.535,0.0001099,1.107e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_white-house.jpg,2939,1.127,18.11,7.493,14.302,97.591,5.203,166.247,134.248,99.048,57.981,8.2,24.169,0.09455,0.4422,0.6542,43.185,49.908,54.578,18.11,9.598,11.496,0.06344,0.2253,0.1678,27.65,3.261,0.003532,-0.01592,6.488,0.569,0.5438,0.5275,-2.433,-1.042,-0.8659,0.02905,1.746,2.711,0.9075,0.8177,0.0001021,96.02,4.272,4.442,0.0001149,1.307e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_woman-in-a-red-blouse-1.jpg,3057,0.8251,14.429,7.196,8.258,42.673,4.55,156.359,69.883,47.417,41.054,33.506,31.4,0.03329,0.7081,0.6132,39.543,41.147,26.48,14.429,12.09,8.433,0.02622,0.1176,0.1551,45.683,10.671,-0.01085,0.05224,8.521,0.6375,0.4787,0.4812,-2.871,-0.8452,-0.8217,0.04589,1.513,2.614,0.6102,0.7336,0.000152,88.805,4.489,4.252,0.0003982,1.034e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_young-girl-seated-in-a-garden.jpg,3180,1.301,20.665,7.709,26.34,99.819,4.773,174.216,120.183,71.837,54.783,16.35,34.693,0.08111,0.6226,0.6832,57.035,54.722,51.781,20.665,13.324,12.524,0.02704,0.2072,0.2237,27.706,2.025,-0.009455,0.003618,8.75,0.5868,0.5866,0.5819,-2.275,-0.9392,-0.4585,0.06895,1.908,2.786,0.8192,0.8568,0.0001217,99.417,4.495,4.525,0.0001116,9.975e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-auguste-renoir_young-woman-in-a-blue-hat.jpg,3040,1.2,20.846,7.443,10.655,86.46,4.788,180.423,129.528,88.057,57.786,15.075,29.818,0.06974,0.5017,0.7076,61.78,51.258,41.122,20.846,10.163,15.123,0.03224,0.1574,0.2423,10.544,10.917,-0.01628,0.0521,12.789,0.5759,0.4883,0.4833,-2.805,-1.065,-1.018,0.01391,1.69,2.628,0.8612,0.8055,0.0001714,85.441,4.535,4.433,0.0001739,1.584e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-bonnard_interior-with-flowers-1919.jpg,3256,0.7375,21.328,7.718,13.463,149.804,6.971,151.556,121.128,111.005,53.09,11.315,10.37,0.007889,0.3267,0.6147,61.759,53.368,55.609,21.328,11.788,18.31,0.1768,0.1973,0.2353,21.942,2.291,-0.008683,-0.007471,8.995,0.5809,0.5493,0.5192,-2.578,-1.171,-1.201,0.002179,1.705,2.683,0.8081,0.856,0.0001418,99.02,4.391,4.485,0.0001088,9.528e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-bonnard_landscape-with-freight-train-1909.jpg,3271,1.367,21.801,7.7,12.1,121.003,6.762,108.99,118.187,79.812,47.346,-9.145,18.855,0.2863,0.3978,0.4872,62.459,54.354,33.76,21.801,7.703,21.019,0.163,0.154,0.2264,27.475,13.347,0.01085,-0.06585,10.337,0.6171,0.5601,0.5422,-2.487,-1.318,-1.077,0.004039,1.639,2.615,0.8898,0.8377,0.0001454,95.608,4.243,4.458,0.0001017,9.394e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-bonnard_woman-at-her-window.jpg,3202,0.7593,21.862,7.601,8.908,106.421,5.527,129.287,120.125,83.43,49.579,-1.963,21.085,0.1514,0.3493,0.5138,56.796,54.469,41.072,21.862,6.259,11.017,0.05875,0.1624,0.2224,24.343,6.227,-0.03111,-0.001099,13.189,0.5044,0.5452,0.4723,-2.748,-1.308,-1.158,0.009431,1.581,2.613,0.8653,0.8496,0.0001188,97.776,4.091,4.255,0.0001313,1.347e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-daura_calafons-minorque-1927.jpg,3284,1.376,13.261,6.835,4.447,77.697,3.668,192.845,179.898,156.977,73.524,0.9142,13.479,0.1069,0.1976,0.7563,33.434,35.259,36.922,13.261,1.599,3.064,0.01427,0.07416,0.1311,5.064,10.42,-0.0005258,-0.0521,9.051,0.5425,0.4684,0.4405,-2.493,-1.768,-1.676,0.003565,1.505,2.539,0.7435,0.8068,0.0002305,91.621,4.297,4.46,0.0001773,1.181e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-paul-prudhon_the-dream-of-happiness-1819.jpg,3252,1.353,19.528,7.28,7.66,80.535,5.979,77.41,73.772,77.024,31.014,2.773,-1.909,0.7299,0.2501,0.3384,53.283,47.391,37.488,19.528,3.911,9.266,0.227,0.144,0.187,61.319,7.367,-0.03209,0.01809,11.255,0.4782,0.4186,0.3878,-2.727,-1.571,-1.134,0.01013,1.519,2.595,0.8462,0.8167,0.000178,91.689,4.302,4.398,0.0001144,1.636e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pierre-puvis-de-chavannes_life-of-st-genevieve.jpg,2942,0.8859,17.78,7.518,3.8,70.676,7.212,125.06,122.795,124.382,51.346,1.856,-0.5967,0.9193,0.1805,0.538,51.293,44.518,41.41,17.78,5.458,12.111,0.3223,0.135,0.1855,40.49,14.069,0.03835,0.05897,8.99,0.4901,0.468,0.4316,-2.815,-1.743,-1.557,0.002809,1.394,2.486,0.8051,0.8243,0.0002658,91.736,4.406,4.492,0.0001303,1.875e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pieter-bruegel-the-elder_armed-three-master-with-daedalus-and-icarus-in-the-sky-1562.jpg,3170,1.294,22.514,7.655,26.811,125.105,4.594,147.234,150.213,144.147,60.884,-2.254,2.901,0.2578,0.06079,0.5896,56.452,57.194,57.876,22.514,1.22,1.763,0.08499,0.07094,0.2239,18.168,3.477,-0.005034,-0.01664,10.907,0.5823,0.4881,0.4693,-2.038,-1.141,-0.5726,0.01155,1.88,2.857,0.7959,0.8629,0.0004699,97.223,4.481,4.461,0.0001371,1.091e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pieter-de-hooch_skittle-players-in-a-garden.jpg,2911,1.106,26.779,7.629,6.804,108.859,6.695,134.468,136.496,113.783,55.195,-4.155,12.624,0.2935,0.3106,0.575,72.455,68.694,77.481,26.779,8.386,14.479,0.1804,0.1825,0.2791,45.388,13.96,-0.0121,0.06874,13.189,0.478,0.4032,0.3867,-2.381,-2.1,-1.889,0.02771,1.43,2.569,0.6993,0.827,0.0003087,91.432,4.398,4.512,0.0002055,1.58e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pieter-de-hooch_tavern-scene-with-maid-trying-to-fill-the-glass-of-a-cavalier-the-empty-glass.jpg,3098,0.8054,20.778,7.056,8.473,86.647,6.073,69.783,45.356,42.069,20.763,10.415,6.314,0.954,0.5273,0.2782,56.966,48.429,35.526,20.778,5.991,11.236,0.1208,0.1622,0.2193,62.791,16.085,0.0007236,-0.08042,16.901,0.5041,0.4253,0.383,-2.552,-1.465,-1.043,0.007449,1.548,2.601,0.6841,0.8116,0.0001863,90.078,4.396,4.495,0.0001298,1.464e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pieter-wenning_still-life-1.jpg,3280,1.373,19.973,7.438,4.717,106.714,6.029,155.761,148.181,101.895,60.658,-3.835,25.745,0.1782,0.4213,0.6459,64.599,49.746,49.244,19.973,10.225,13.484,0.1125,0.1594,0.2147,11.982,11.393,-0.03214,-0.04703,10.198,0.5329,0.5232,0.5128,-2.793,-1.982,-1.778,0.00601,1.405,2.481,0.8765,0.8441,0.0002119,94.647,4.479,4.506,0.0001262,1.105e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pietro-perugino_baptism-of-christ.jpg,3025,0.8411,30.578,6.892,5.028,134.28,5.771,146.561,129.828,110.086,53.969,4.266,13.031,0.05009,0.2824,0.582,77.412,81.34,76.945,30.578,10.691,16.474,0.092,0.1912,0.305,48.383,11.98,0.01447,0.05813,5.886,0.6012,0.4089,0.4031,-3.075,-1.884,-1.601,0.003688,1.323,2.479,0.7378,0.7983,0.0005905,96.192,4.04,4.029,0.0003041,3.138e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pietro-perugino_dead-christ-at-the-tomb.jpg,2879,0.9232,24.586,7.885,10.875,186.537,6.089,143.716,117.597,83.728,50.544,6.828,22.823,0.1233,0.4719,0.5704,59.872,64.203,67.837,24.586,11.638,16.061,0.09197,0.2837,0.2374,30.933,8.169,0.009407,-0.03975,8.365,0.6463,0.5205,0.5074,-2.277,-2.015,-1.617,0.03161,1.594,2.642,0.8193,0.8468,0.0004557,98.061,3.421,3.95,0.0001325,1.173e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pietro-perugino_polyptych-annunziata-john-the-baptist.jpg,4740,0.4116,23.063,7.639,1.961,83.435,5.208,94.677,68.736,32.506,30.34,7.064,24.078,0.1071,0.6038,0.3721,63.998,54.683,27.54,23.063,8.387,18.022,0.07263,0.2015,0.2499,49.652,5.455,-0.02533,0.01013,20.985,0.4798,0.4831,0.4065,-3.275,-1.823,-1.76,0.01124,1.204,2.282,0.7739,0.7746,0.0005528,94.518,3.653,3.94,0.0002017,2.411e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pietro-perugino_portrait-of-a-young-man.jpg,3602,0.6225,16.813,6.937,9.086,39.906,5.401,84.356,60.513,49.549,27.309,8.98,10.435,0.04661,0.414,0.331,48.994,39.521,25.058,16.813,5.86,10.115,0.05018,0.1462,0.1921,77.789,10.793,0.03039,0.04459,18.749,0.5579,0.5412,0.4966,-2.598,-1.433,-0.7708,0.07149,1.778,2.669,0.8903,0.7386,0.0001358,69.431,4.415,4.134,9.643e-05,1.552e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pietro-perugino_the-miracles-of-san-bernardino-the-healing-of-the-blind-and-deaf-riccardo-micuzio.jpg,3244,0.7422,21.736,7.516,6.727,140.684,5.208,173.765,147.109,127.352,62.215,7.324,14.426,0.07601,0.2815,0.6822,55.366,57.411,53.367,21.736,7.693,6.056,0.05288,0.136,0.2163,26.685,7.34,0.003618,-0.03652,16.76,0.6877,0.5081,0.5078,-2.659,-1.901,-1.631,0.004735,1.47,2.502,0.7759,0.8597,0.0003663,96.525,3.734,4.172,0.000154,1.163e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pino-pinelli_pittura-b-g-1991.jpg,2766,0.9986,12.51,5.869,3.118,31.07,5.148,204.891,205.85,168.487,81.8,-5.012,18.013,0.234,0.2234,0.8384,24.793,36.604,61.479,12.51,5.371,20.305,0.08355,0.2475,0.1078,5.569,20.889,-0.01954,-0.1026,13.663,0.4769,0.3899,0.3568,-2.61,-1.291,-0.9954,0.01786,1.41,2.408,0.6578,0.6847,0.0004319,73.144,4.207,4.343,0.0004056,3.27e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pinturicchio_the-glory-of-st-bernardino-1486.jpg,3224,0.7503,19.534,7.55,8.6,84.48,6.294,93.87,91.646,85.815,38.187,0.1295,3.918,0.1457,0.1956,0.3869,46.689,48.224,51.287,19.534,3.069,7.877,0.2433,0.1378,0.194,46.225,12.006,0.04776,-0.03637,18.201,0.5729,0.5431,0.4906,-2.325,-1.264,-0.9903,0.004625,1.59,2.638,0.6674,0.8233,0.000299,89.524,4.298,4.426,0.0001202,1.502e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_polychronis-lembesis_alitopaido.jpg,3482,1.52,9.676,7.008,2.642,32.472,5.964,65.493,82.115,68.001,33.158,-8.333,6.643,0.3125,0.3869,0.3327,19.348,24.275,30.932,9.676,5.779,10.556,0.18,0.09961,0.09535,13.471,8.751,-0.01238,0.04197,15.297,0.5867,0.4148,0.3866,-2.635,-1.756,-1.6,0.03634,1.398,2.53,0.8093,0.7957,0.0001772,96.907,4.522,4.469,0.0002133,1.07e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_polychronis-lembesis_nude-1877.jpg,3275,1.37,19.666,7.564,2.461,58.704,3.657,151.942,128.808,94.941,54.56,4.071,21.504,0.09812,0.3804,0.5959,53.396,49.355,40.717,19.666,3.392,8.807,0.01436,0.1209,0.2094,26.117,11.499,-0.03407,0.04631,14.641,0.42,0.4182,0.3829,-3.179,-1.778,-1.576,0.00726,1.279,2.44,0.8614,0.7846,0.000282,93.86,4.286,4.238,0.0001997,1.6e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_polychronis-lembesis_the-girl-and-the-goat.jpg,3320,1.402,15.812,7.045,9.386,63.657,6.287,172.146,170.902,165.924,69.558,-0.2491,2.948,0.1995,0.08905,0.6896,36.689,42.155,46.769,15.812,2.968,5.61,0.2224,0.1005,0.1521,5.925,16.414,-0.04592,-0.06802,11.642,0.5803,0.5366,0.5188,-2.397,-1.25,-1.012,0.02815,1.682,2.718,0.8317,0.8239,0.0001273,86.751,4.37,4.462,0.0001294,8.813e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pyotr-konchalovsky_bova-the-prince-sketch-of-a-picture-1914.jpg,3500,1.533,25.985,7.713,19.668,275.128,6.541,139.471,123.397,87.733,51.527,1.987,20.98,0.1076,0.4013,0.5566,66.681,67.771,57.54,25.985,11.313,19.182,0.1156,0.2381,0.2576,25.17,6.48,0.02266,0.02315,12.267,0.6865,0.6739,0.6715,-1.703,-1.761,-1.428,0.0202,1.756,2.807,0.913,0.8875,0.0002187,99.411,4.262,4.498,9.23e-05,7.032e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pyotr-konchalovsky_crimea-alupka-1916-1.jpg,3188,1.307,18.259,7.479,5.717,119.312,6.988,140.048,146.349,133.676,59.539,-3.444,5.94,0.2637,0.2608,0.6207,51.61,48.153,48.702,18.259,7.423,18.219,0.2157,0.1558,0.1741,34.587,3.986,-0.01827,-0.007959,9.889,0.5294,0.5341,0.5005,-2.674,-1.9,-1.492,0.003431,1.435,2.457,0.8686,0.8361,0.0002473,97.757,4.167,4.421,0.0001352,1.35e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pyotr-konchalovsky_design-for-the-opera-by-wolfgang-amadeus-mozart-don-giovanni-1913-1.jpg,3276,1.37,16.197,7.044,5.127,107.466,6.641,75.124,70.141,65.325,30.103,2.52,4.067,0.3861,0.3942,0.3444,54.304,36.298,33.572,16.197,11.435,13.694,0.3257,0.2472,0.1801,42.27,13.465,-0.002112,-0.06729,8.892,0.5413,0.4047,0.3917,-2.493,-2.067,-1.738,0.01115,1.432,2.488,0.6263,0.8289,0.0003027,95.0,4.311,4.496,0.0001453,1.668e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pyotr-konchalovsky_gurzuf-cypresses-1929.jpg,3124,0.7933,16.744,7.311,5.337,104.09,6.627,140.234,138.405,128.353,57.145,-0.7781,5.814,0.2043,0.1917,0.584,46.993,41.88,46.482,16.744,5.023,11.298,0.249,0.1153,0.1777,19.988,1.74,-0.008683,0.0005741,8.259,0.5402,0.4677,0.445,-2.579,-2.015,-1.699,0.001822,1.462,2.478,0.8009,0.8478,0.0002317,97.43,4.378,4.49,0.0001454,1.236e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pyotr-konchalovsky_irises-1911.jpg,3076,0.8158,15.214,7.278,9.762,154.905,7.27,116.972,137.338,111.139,54.859,-11.6058,11.687,0.3319,0.3194,0.5577,48.849,38.202,40.912,15.214,9.098,15.419,0.158,0.1582,0.1542,30.746,1.101,0.001447,-0.005313,5.936,0.6105,0.6052,0.588,-2.08,-2.144,-1.607,0.00449,1.642,2.627,0.8585,0.8686,0.0002511,99.474,4.26,4.471,9.131e-05,8.856e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pyotr-konchalovsky_khokhloma-varnisher-1936.jpg,3289,1.38,17.651,7.414,4.899,117.728,6.027,110.339,101.595,92.572,43.028,2.097,6.123,0.09573,0.2328,0.4495,52.117,41.869,34.964,17.651,4.3,9.0,0.1951,0.1409,0.1841,30.256,5.088,0.02334,0.01013,12.039,0.4907,0.4996,0.4926,-2.588,-2.096,-1.89,0.002087,1.45,2.479,0.7472,0.8333,0.00037,98.123,4.313,4.475,0.0001474,1.206e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pyotr-konchalovsky_leningrad-the-embankment-of-the-neva-1931.jpg,3440,1.489,18.502,7.03,12.878,99.92,6.385,182.117,182.305,165.851,73.266,-2.563,8.383,0.2118,0.1431,0.7315,45.749,48.239,49.116,18.502,4.315,9.97,0.1328,0.1542,0.1727,2.494,7.496,-0.01215,-0.03546,14.521,0.5784,0.2747,0.2625,-2.124,-1.292,-1.294,0.00634,1.797,2.752,0.8503,0.7613,0.0001445,80.576,3.964,4.316,0.0001316,1.38e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pyotr-konchalovsky_lilacs-in-a-purse-on-the-floor-1955.jpg,3210,1.323,16.568,7.461,14.285,126.928,6.993,111.312,92.067,83.634,40.583,6.669,8.09,0.0482,0.3294,0.4506,45.994,42.09,36.06,16.568,12.189,10.767,0.1527,0.1733,0.1664,36.09,5.682,0.02681,-0.009407,9.212,0.5277,0.5712,0.5259,-2.17,-1.469,-1.29,0.002371,1.81,2.743,0.947,0.8724,9.572e-05,98.359,4.555,4.564,9.353e-05,9.138e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pyotr-konchalovsky_lilacs.jpg,3367,1.436,21.908,7.739,9.405,192.674,7.527,109.084,112.679,101.375,46.122,-3.165,5.839,0.2544,0.2214,0.4691,57.695,55.161,53.607,21.908,8.945,10.945,0.2355,0.1404,0.2203,36.808,4.952,-0.002771,0.0246,12.352,0.6396,0.6007,0.5964,-2.324,-2.164,-1.839,0.006825,1.554,2.594,0.8172,0.8971,0.0001637,99.236,4.549,4.569,0.0001161,6.669e-06,
